"Country or Area","Year","Commodity","Flow","Trade (USD)","Weight (kg)","Quantity Name","Quantity"
"Belgium","2011","Articles of rare earths/metals nes","Export","13440228","183718","Weight in kilograms","183718"
"Belgium","2010","Articles of rare earths/metals nes","Import","8723375","89736","Weight in kilograms","89736"
"Belgium","2010","Articles of rare earths/metals nes","Export","8650170","166767","Weight in kilograms","166767"
"Belgium","2009","Articles of rare earths/metals nes","Import","6120052","61691","Weight in kilograms","61691"
"Belgium","2009","Articles of rare earths/metals nes","Export","19797014","236749","Weight in kilograms","236749"
"Belgium","2008","Articles of rare earths/metals nes","Import","8204936","70844","Weight in kilograms","70844"
"Belgium","2008","Articles of rare earths/metals nes","Export","6368981","114554","Weight in kilograms","114554"
"Belgium","2007","Articles of rare earths/metals nes","Import","10495270","90122","Weight in kilograms","90122"
"Belgium","2007","Articles of rare earths/metals nes","Export","9224740","265492","Weight in kilograms","265492"
"Belgium","2006","Articles of rare earths/metals nes","Import","7462075","41628","Weight in kilograms","41628"
"Belgium","2006","Articles of rare earths/metals nes","Export","4779699","168930","Weight in kilograms","168930"
"Belgium","2005","Articles of rare earths/metals nes","Import","5958625","40744","Weight in kilograms","40744"
"Belgium","2005","Articles of rare earths/metals nes","Export","7332000","303138","Weight in kilograms","303138"
"Belgium","2004","Articles of rare earths/metals nes","Import","4253552","21832","Weight in kilograms","21832"
"Belgium","2004","Articles of rare earths/metals nes","Export","4554646","196144","Weight in kilograms","196144"
"Belgium","2003","Articles of rare earths/metals nes","Import","3669614","9861","Weight in kilograms","9861"
"Belgium","2003","Articles of rare earths/metals nes","Export","15662","62","Weight in kilograms","62"
"Belgium","2002","Articles of rare earths/metals nes","Import","3565538","14716","Weight in kilograms","14716"
"Belgium","2002","Articles of rare earths/metals nes","Export","4048298","185488","Weight in kilograms","185488"
"Belgium","2001","Articles of rare earths/metals nes","Import","2923249","14800","Weight in kilograms","14800"
"Belgium","2001","Articles of rare earths/metals nes","Export","6327456","295429","Weight in kilograms","295429"
"Belgium","2000","Articles of rare earths/metals nes","Import","3581728","29553","Weight in kilograms","29553"
"Belgium","2000","Articles of rare earths/metals nes","Export","6285316","190321","Weight in kilograms","190321"
"Belgium","1999","Articles of rare earths/metals nes","Import","1375994","10889","Weight in kilograms","10889"
"Belgium","1999","Articles of rare earths/metals nes","Export","4121051","191088","Weight in kilograms","191088"
"Belgium-Luxembourg","1998","Articles of rare earths/metals nes","Import","1779906","25525","Weight in kilograms","25525"
"Belgium-Luxembourg","1998","Articles of rare earths/metals nes","Export","8545302","407655","Weight in kilograms","407655"
"Belgium-Luxembourg","1997","Articles of rare earths/metals nes","Import","773525","4373","Weight in kilograms","4373"
"Belgium-Luxembourg","1997","Articles of rare earths/metals nes","Export","7026891","293378","Weight in kilograms","293378"
"Belgium-Luxembourg","1996","Articles of rare earths/metals nes","Import","1259262","10621","Weight in kilograms","10621"
"Belgium-Luxembourg","1996","Articles of rare earths/metals nes","Export","5365275","226326","Weight in kilograms","226326"
"Belgium-Luxembourg","1995","Articles of rare earths/metals nes","Import","1288697","22046","Weight in kilograms","22046"
"Belgium-Luxembourg","1995","Articles of rare earths/metals nes","Export","4892845","114406","Weight in kilograms","114406"
"Belize","2013","Articles of rare earths/metals nes","Import","13","4","Weight in kilograms","4"
"Belize","2001","Articles of rare earths/metals nes","Import","13","3","Weight in kilograms","3"
"Belize","1993","Articles of rare earths/metals nes","Import","319","7","Weight in kilograms","7"
"Bermuda","2018","Articles of rare earths/metals nes","Import","1391.03","19","Weight in kilograms","19"
"Bermuda","2017","Articles of rare earths/metals nes","Import","1343.93","19","Weight in kilograms","19"
"Bermuda","2016","Articles of rare earths/metals nes","Import","1285","17","Weight in kilograms","17"
"Bermuda","2015","Articles of rare earths/metals nes","Import","702","9","Weight in kilograms","9"
"Bermuda","1997","Articles of rare earths/metals nes","Import","81086","0","No Quantity","0"
"Bermuda","1995","Articles of rare earths/metals nes","Import","245694","0","No Quantity","0"
"Bolivia (Plurinational State of)","2018","Articles of rare earths/metals nes","Import","1710.2","49.07","Weight in kilograms","51"
"Bolivia (Plurinational State of)","2015","Articles of rare earths/metals nes","Import","2.01","1.07","Weight in kilograms","1"
"Bolivia (Plurinational State of)","2013","Articles of rare earths/metals nes","Import","3643.53","20.08","Weight in kilograms","20"
"Bolivia (Plurinational State of)","2013","Articles of rare earths/metals nes","Export","59422.42","253959","Weight in kilograms","253959"
"Bolivia (Plurinational State of)","2012","Articles of rare earths/metals nes","Export","25419","96812.73","Weight in kilograms","96812.73"
"Bolivia (Plurinational State of)","2011","Articles of rare earths/metals nes","Import","485.51","225.68","Weight in kilograms","183"
"Bolivia (Plurinational State of)","2011","Articles of rare earths/metals nes","Export","26380.85","50082.5","Weight in kilograms","50082.5"
"Bolivia (Plurinational State of)","2010","Articles of rare earths/metals nes","Import","4279.2","2.23","Weight in kilograms","12"
"Bolivia (Plurinational State of)","2010","Articles of rare earths/metals nes","Export","61867.42","50033","Weight in kilograms","50033"
"Bolivia (Plurinational State of)","2009","Articles of rare earths/metals nes","Import","2","5","Weight in kilograms","5"
"Bolivia (Plurinational State of)","2009","Articles of rare earths/metals nes","Export","109625","37502","Weight in kilograms","37502"
"Bolivia (Plurinational State of)","2008","Articles of rare earths/metals nes","Import","12797","33","Weight in kilograms","33"
"Bolivia (Plurinational State of)","2008","Articles of rare earths/metals nes","Export","419967","92632","Weight in kilograms","92632"
"Bolivia (Plurinational State of)","2007","Articles of rare earths/metals nes","Import","4371","81","Weight in kilograms","81"
"Bolivia (Plurinational State of)","2007","Articles of rare earths/metals nes","Export","263970","59617","Weight in kilograms","59617"
"Bolivia (Plurinational State of)","2006","Articles of rare earths/metals nes","Import","4264","41","Weight in kilograms","41"
"Bolivia (Plurinational State of)","2006","Articles of rare earths/metals nes","Export","262950","78301","Weight in kilograms","78301"
"Bolivia (Plurinational State of)","2005","Articles of rare earths/metals nes","Import","257","4","Weight in kilograms","4"
"Bolivia (Plurinational State of)","2005","Articles of rare earths/metals nes","Export","46250","21263","Weight in kilograms","21263"
"Bolivia (Plurinational State of)","2004","Articles of rare earths/metals nes","Import","1463","38","Weight in kilograms","38"
"Bolivia (Plurinational State of)","2003","Articles of rare earths/metals nes","Import","18","2","Weight in kilograms","2"
"Bolivia (Plurinational State of)","2000","Articles of rare earths/metals nes","Import","329","123","Weight in kilograms","123"
"Bolivia (Plurinational State of)","1999","Articles of rare earths/metals nes","Export","2855","32","Weight in kilograms","32"
"Bolivia (Plurinational State of)","1997","Articles of rare earths/metals nes","Import","279","245","Weight in kilograms","245"
"Bolivia (Plurinational State of)","1995","Articles of rare earths/metals nes","Import","3000","523","Weight in kilograms","523"
"Bolivia (Plurinational State of)","1993","Articles of rare earths/metals nes","Import","7255","14843","Weight in kilograms","14843"
"Bosnia Herzegovina","2016","Articles of rare earths/metals nes","Export","1825","61","Weight in kilograms","61"
"Bosnia Herzegovina","2015","Articles of rare earths/metals nes","Import","2190","61","Weight in kilograms","61"
"Bosnia Herzegovina","2013","Articles of rare earths/metals nes","Import","1174","18","Weight in kilograms","18"
"Bosnia Herzegovina","2009","Articles of rare earths/metals nes","Import","175","1","Weight in kilograms","1"
"Bosnia Herzegovina","2004","Articles of rare earths/metals nes","Import","49867","34","Weight in kilograms","34"
"Botswana","2018","Articles of rare earths/metals nes","Import","91243.616924616","20345.89","Weight in kilograms","33239"
"Botswana","2018","Articles of rare earths/metals nes","Export","109.5363767106","1","Weight in kilograms","4"
"Botswana","2017","Articles of rare earths/metals nes","Import","87040.909135656","8359.22","Weight in kilograms","8359.22"
"Botswana","2016","Articles of rare earths/metals nes","Import","273064","136428","Weight in kilograms","136428"
"Botswana","2016","Articles of rare earths/metals nes","Export","5553","16262","Weight in kilograms","16262"
"Botswana","2015","Articles of rare earths/metals nes","Import","305214","207715","Weight in kilograms","207715"
"Botswana","2015","Articles of rare earths/metals nes","Export","9815","6155","Weight in kilograms","6155"
"Botswana","2014","Articles of rare earths/metals nes","Import","161678","26916","Weight in kilograms","26916"
"Botswana","2014","Articles of rare earths/metals nes","Export","9850","1193","Weight in kilograms","1193"
"Botswana","2013","Articles of rare earths/metals nes","Import","172884","53218","Weight in kilograms","53218"
"Botswana","2013","Articles of rare earths/metals nes","Export","21741","38777","Weight in kilograms","38777"
"Botswana","2012","Articles of rare earths/metals nes","Import","77133","17501","Weight in kilograms","17501"
"Botswana","2012","Articles of rare earths/metals nes","Export","20952","21992","Weight in kilograms","21992"
"Botswana","2011","Articles of rare earths/metals nes","Import","352245","20561","Weight in kilograms","20561"
"Botswana","2011","Articles of rare earths/metals nes","Export","242375","75369","Weight in kilograms","75369"
"Botswana","2010","Articles of rare earths/metals nes","Import","150184","41772","Weight in kilograms","41772"
"Botswana","2010","Articles of rare earths/metals nes","Export","11719","980","Weight in kilograms","980"
"Botswana","2009","Articles of rare earths/metals nes","Import","77902","28421","Weight in kilograms","28421"
"Botswana","2009","Articles of rare earths/metals nes","Export","5399","1092","Weight in kilograms","1092"
"Botswana","2008","Articles of rare earths/metals nes","Import","129626","25147","Weight in kilograms","25147"
"Botswana","2008","Articles of rare earths/metals nes","Export","7114","11183","Weight in kilograms","11183"
"Botswana","2007","Articles of rare earths/metals nes","Import","82585","16013","Weight in kilograms","16013"
"Botswana","2007","Articles of rare earths/metals nes","Export","3076","5149","Weight in kilograms","5149"
"Botswana","2006","Articles of rare earths/metals nes","Import","52908","51720","Weight in kilograms","51720"
